,country,year,sex,age,SuicidesNo,population,HDIForYear,GDPForYearMoney,suicidesper100k,Generation,TotalPopulationYear,GDPperCapita
13712,Japan,2014,male,75+ years,2254,6104000,0.8909999999999999,4850413536038,36.93,Silent,120274000,40328.03046409033
13713,Japan,2014,male,55-74 years,5477,16213000,0.8909999999999999,4850413536038,33.78,Boomers,120274000,40328.03046409033
13714,Japan,2014,male,35-54 years,571,17365000,0.8909999999999999,4850413536038,3.29,Generation X,120274000,40328.03046409033
13715,Japan,2014,male,25-34 years,2131,7007000,0.8909999999999999,4850413536038,30.41,Millenials,120274000,40328.03046409033
13716,Japan,2014,male,15-24 years,118,6110000,0.8909999999999999,4850413536038,1.93,Generation Z,120274000,40328.03046409033
13717,Japan,2014,female,75+ years,1587,9761000,0.8909999999999999,4850413536038,16.26,Silent,120274000,40328.03046409033
13718,Japan,2014,female,55-74 years,2512,17288000,0.8909999999999999,4850413536038,14.53,Boomers,120274000,40328.03046409033
13719,Japan,2014,female,35-54 years,2158,16959000,0.8909999999999999,4850413536038,12.72,Generation X,120274000,40328.03046409033
13720,Japan,2014,female,25-34 years,814,6734000,0.8909999999999999,4850413536038,12.09,Millenials,120274000,40328.03046409033
13721,Japan,2014,female,15-24 years,432,5803000,0.8909999999999999,4850413536038,7.44,Generation Z,120274000,40328.03046409033
13722,Japan,2014,male,5-14 years,68,5596000,0.8909999999999999,4850413536038,1.22,Generation Z,120274000,40328.03046409033
13723,Japan,2014,female,5-14 years,34,5334000,0.8909999999999999,4850413536038,0.64,Generation Z,120274000,40328.03046409033
13724,Japan,2015,male,75+ years,2297,6289365,0.0,4394977752878,36.52,Silent,120376310,36510.32128230214
13725,Japan,2015,male,55-74 years,5241,16239222,0.0,4394977752878,32.27,Boomers,120376310,36510.32128230214
13726,Japan,2015,male,35-54 years,557,17461022,0.0,4394977752878,3.19,Generation X,120376310,36510.32128230214
13727,Japan,2015,male,25-34 years,1948,6862886,0.0,4394977752878,28.38,Millenials,120376310,36510.32128230214
13728,Japan,2015,male,15-24 years,191,6088330,0.0,4394977752878,3.14,Generation Z,120376310,36510.32128230214
13729,Japan,2015,female,75+ years,159,9983066,0.0,4394977752878,1.59,Silent,120376310,36510.32128230214
13730,Japan,2015,female,55-74 years,2292,17232482,0.0,4394977752878,13.3,Boomers,120376310,36510.32128230214
13731,Japan,2015,female,35-54 years,224,16991218,0.0,4394977752878,1.32,Generation X,120376310,36510.32128230214
13732,Japan,2015,female,25-34 years,685,6614211,0.0,4394977752878,10.36,Millenials,120376310,36510.32128230214
13733,Japan,2015,female,15-24 years,48,5772938,0.0,4394977752878,0.83,Generation Z,120376310,36510.32128230214
13734,Japan,2015,male,5-14 years,62,5553851,0.0,4394977752878,1.12,Generation Z,120376310,36510.32128230214
13735,Japan,2015,female,5-14 years,28,5287719,0.0,4394977752878,0.53,Generation Z,120376310,36510.32128230214
13736,Kazakhstan,1990,male,75+ years,82,102200,0.69,26932728899,80.23,GI Generation,14773900,1822.9938539586703
13737,Kazakhstan,1990,male,35-54 years,925,1735100,0.69,26932728899,53.31,Boomers,14773900,1822.9938539586703
13738,Kazakhstan,1990,male,55-74 years,356,706400,0.69,26932728899,50.4,Silent,14773900,1822.9938539586703
13739,Kazakhstan,1990,male,25-34 years,62,1455200,0.69,26932728899,4.26,Generation X,14773900,1822.9938539586703
13740,Kazakhstan,1990,female,75+ years,85,291100,0.69,26932728899,29.2,GI Generation,14773900,1822.9938539586703
13741,Kazakhstan,1990,male,15-24 years,375,1425100,0.69,26932728899,26.31,Generation X,14773900,1822.9938539586703
13742,Kazakhstan,1990,female,55-74 years,188,1060900,0.69,26932728899,17.72,Silent,14773900,1822.9938539586703
13743,Kazakhstan,1990,female,15-24 years,17,1338900,0.69,26932728899,1.27,Generation X,14773900,1822.9938539586703
13744,Kazakhstan,1990,female,35-54 years,225,1845400,0.69,26932728899,12.19,Boomers,14773900,1822.9938539586703
13745,Kazakhstan,1990,female,25-34 years,14,1453700,0.69,26932728899,0.96,Generation X,14773900,1822.9938539586703
13746,Kazakhstan,1990,male,5-14 years,53,1698000,0.69,26932728899,3.12,Millenials,14773900,1822.9938539586703
13747,Kazakhstan,1990,female,5-14 years,7,1661900,0.69,26932728899,0.42,Millenials,14773900,1822.9938539586703
13748,Kazakhstan,1991,male,75+ years,74,101600,0.0,24881135586,72.83,GI Generation,14952800,1663.9783576320153
13749,Kazakhstan,1991,male,35-54 years,866,1769600,0.0,24881135586,48.94,Boomers,14952800,1663.9783576320153
13750,Kazakhstan,1991,male,55-74 years,354,741600,0.0,24881135586,47.73,Silent,14952800,1663.9783576320153
13751,Kazakhstan,1991,male,25-34 years,621,1441200,0.0,24881135586,43.09,Generation X,14952800,1663.9783576320153
13752,Kazakhstan,1991,female,75+ years,91,294600,0.0,24881135586,30.89,GI Generation,14952800,1663.9783576320153
13753,Kazakhstan,1991,male,15-24 years,45,1438500,0.0,24881135586,3.13,Generation X,14952800,1663.9783576320153
13754,Kazakhstan,1991,female,55-74 years,166,1093000,0.0,24881135586,15.19,Silent,14952800,1663.9783576320153
13755,Kazakhstan,1991,female,15-24 years,139,1351900,0.0,24881135586,10.28,Generation X,14952800,1663.9783576320153
13756,Kazakhstan,1991,female,35-54 years,185,1877800,0.0,24881135586,9.85,Boomers,14952800,1663.9783576320153
13757,Kazakhstan,1991,female,25-34 years,14,1438900,0.0,24881135586,0.97,Generation X,14952800,1663.9783576320153
13758,Kazakhstan,1991,male,5-14 years,66,1721900,0.0,24881135586,3.83,Millenials,14952800,1663.9783576320153
13759,Kazakhstan,1991,female,5-14 years,11,1682200,0.0,24881135586,0.65,Millenials,14952800,1663.9783576320153
13760,Kazakhstan,1992,male,75+ years,64,101800,0.0,24906939560,62.87,GI Generation,15150100,1644.011561639857
13761,Kazakhstan,1992,male,35-54 years,925,1794700,0.0,24906939560,51.54,Boomers,15150100,1644.011561639857
13762,Kazakhstan,1992,male,55-74 years,39,785400,0.0,24906939560,4.97,Silent,15150100,1644.011561639857
13763,Kazakhstan,1992,male,25-34 years,676,1421100,0.0,24906939560,47.57,Generation X,15150100,1644.011561639857
13764,Kazakhstan,1992,male,15-24 years,453,1459100,0.0,24906939560,31.05,Generation X,15150100,1644.011561639857
13765,Kazakhstan,1992,female,75+ years,84,298600,0.0,24906939560,28.13,GI Generation,15150100,1644.011561639857
13766,Kazakhstan,1992,female,55-74 years,194,1132100,0.0,24906939560,17.14,Silent,15150100,1644.011561639857
13767,Kazakhstan,1992,female,35-54 years,217,1900200,0.0,24906939560,11.42,Boomers,15150100,1644.011561639857
13768,Kazakhstan,1992,female,15-24 years,144,1385000,0.0,24906939560,10.4,Generation X,15150100,1644.011561639857
13769,Kazakhstan,1992,female,25-34 years,132,1414300,0.0,24906939560,9.33,Generation X,15150100,1644.011561639857
13770,Kazakhstan,1992,male,5-14 years,63,1751600,0.0,24906939560,3.6,Millenials,15150100,1644.011561639857
13771,Kazakhstan,1992,female,5-14 years,14,1706200,0.0,24906939560,0.82,Millenials,15150100,1644.011561639857
13772,Kazakhstan,1993,male,75+ years,77,103700,0.0,23409027476,74.25,GI Generation,15331400,1526.8682231237851
13773,Kazakhstan,1993,male,55-74 years,545,830100,0.0,23409027476,65.65,Silent,15331400,1526.8682231237851
13774,Kazakhstan,1993,male,35-54 years,1146,1825900,0.0,23409027476,62.76,Boomers,15331400,1526.8682231237851
13775,Kazakhstan,1993,male,25-34 years,772,1395600,0.0,23409027476,55.32,Generation X,15331400,1526.8682231237851
13776,Kazakhstan,1993,male,15-24 years,574,1474700,0.0,23409027476,38.92,Generation X,15331400,1526.8682231237851
13777,Kazakhstan,1993,female,75+ years,69,308200,0.0,23409027476,22.39,GI Generation,15331400,1526.8682231237851
13778,Kazakhstan,1993,female,55-74 years,229,1173100,0.0,23409027476,19.52,Silent,15331400,1526.8682231237851
13779,Kazakhstan,1993,female,15-24 years,173,1407100,0.0,23409027476,12.29,Generation X,15331400,1526.8682231237851
13780,Kazakhstan,1993,female,35-54 years,219,1929300,0.0,23409027476,11.35,Boomers,15331400,1526.8682231237851
13781,Kazakhstan,1993,female,25-34 years,119,1383000,0.0,23409027476,8.6,Generation X,15331400,1526.8682231237851
13782,Kazakhstan,1993,male,5-14 years,76,1774700,0.0,23409027476,4.28,Millenials,15331400,1526.8682231237851
13783,Kazakhstan,1993,female,5-14 years,2,1726000,0.0,23409027476,0.12,Millenials,15331400,1526.8682231237851
13784,Kazakhstan,1994,male,75+ years,94,90300,0.0,21250839258,104.1,GI Generation,15229600,1395.364241871093
13785,Kazakhstan,1994,male,55-74 years,599,853800,0.0,21250839258,70.16,Silent,15229600,1395.364241871093
13786,Kazakhstan,1994,male,35-54 years,1246,1861800,0.0,21250839258,66.92,Boomers,15229600,1395.364241871093
13787,Kazakhstan,1994,male,25-34 years,735,1342400,0.0,21250839258,54.75,Generation X,15229600,1395.364241871093
13788,Kazakhstan,1994,male,15-24 years,52,1442200,0.0,21250839258,3.61,Generation X,15229600,1395.364241871093
13789,Kazakhstan,1994,female,75+ years,91,288000,0.0,21250839258,31.6,GI Generation,15229600,1395.364241871093
13790,Kazakhstan,1994,female,55-74 years,198,1201100,0.0,21250839258,16.48,Silent,15229600,1395.364241871093
13791,Kazakhstan,1994,female,15-24 years,149,1332400,0.0,21250839258,11.18,Generation X,15229600,1395.364241871093
13792,Kazakhstan,1994,female,35-54 years,198,1965300,0.0,21250839258,10.07,Boomers,15229600,1395.364241871093
13793,Kazakhstan,1994,female,25-34 years,128,1327200,0.0,21250839258,9.64,Generation X,15229600,1395.364241871093
13794,Kazakhstan,1994,male,5-14 years,5,1784600,0.0,21250839258,0.28,Millenials,15229600,1395.364241871093
13795,Kazakhstan,1994,female,5-14 years,16,1740500,0.0,21250839258,0.92,Millenials,15229600,1395.364241871093
13796,Kazakhstan,1995,male,75+ years,76,86400,0.664,20374307047,87.96,GI Generation,14989600,1359.2295356113573
13797,Kazakhstan,1995,male,55-74 years,737,859800,0.664,20374307047,85.72,Silent,14989600,1359.2295356113573
13798,Kazakhstan,1995,male,35-54 years,1523,1791600,0.664,20374307047,85.01,Boomers,14989600,1359.2295356113573
13799,Kazakhstan,1995,male,25-34 years,887,1311800,0.664,20374307047,67.62,Generation X,14989600,1359.2295356113573
13800,Kazakhstan,1995,male,15-24 years,622,1455600,0.664,20374307047,42.73,Generation X,14989600,1359.2295356113573
13801,Kazakhstan,1995,female,75+ years,86,267600,0.664,20374307047,32.14,GI Generation,14989600,1359.2295356113573
13802,Kazakhstan,1995,female,55-74 years,28,1205800,0.664,20374307047,2.32,Silent,14989600,1359.2295356113573
13803,Kazakhstan,1995,female,35-54 years,216,1901900,0.664,20374307047,11.36,Boomers,14989600,1359.2295356113573
13804,Kazakhstan,1995,female,15-24 years,145,1412600,0.664,20374307047,10.26,Generation X,14989600,1359.2295356113573
13805,Kazakhstan,1995,female,25-34 years,13,1271500,0.664,20374307047,1.02,Generation X,14989600,1359.2295356113573
13806,Kazakhstan,1995,male,5-14 years,61,1736100,0.664,20374307047,3.51,Millenials,14989600,1359.2295356113573
13807,Kazakhstan,1995,female,5-14 years,15,1688900,0.664,20374307047,0.89,Millenials,14989600,1359.2295356113573
13808,Kazakhstan,1996,male,35-54 years,163,1753600,0.0,21035357833,9.3,Boomers,14487700,1451.9459840416353
13809,Kazakhstan,1996,male,55-74 years,731,836900,0.0,21035357833,87.35,Silent,14487700,1451.9459840416353
13810,Kazakhstan,1996,male,75+ years,64,80400,0.0,21035357833,79.6,GI Generation,14487700,1451.9459840416353
13811,Kazakhstan,1996,male,25-34 years,879,1243300,0.0,21035357833,70.7,Generation X,14487700,1451.9459840416353
13812,Kazakhstan,1996,male,15-24 years,635,1405800,0.0,21035357833,45.17,Millenials,14487700,1451.9459840416353
13813,Kazakhstan,1996,female,75+ years,54,251800,0.0,21035357833,21.45,GI Generation,14487700,1451.9459840416353
13814,Kazakhstan,1996,female,55-74 years,211,1173100,0.0,21035357833,17.99,Silent,14487700,1451.9459840416353
13815,Kazakhstan,1996,female,35-54 years,223,1858300,0.0,21035357833,12.0,Boomers,14487700,1451.9459840416353
13816,Kazakhstan,1996,female,15-24 years,158,1381300,0.0,21035357833,11.44,Millenials,14487700,1451.9459840416353
13817,Kazakhstan,1996,female,25-34 years,121,1187600,0.0,21035357833,10.19,Generation X,14487700,1451.9459840416353
13818,Kazakhstan,1996,male,5-14 years,57,1682200,0.0,21035357833,3.39,Millenials,14487700,1451.9459840416353
13819,Kazakhstan,1996,female,5-14 years,1,1633400,0.0,21035357833,0.06,Millenials,14487700,1451.9459840416353
13820,Kazakhstan,1997,male,55-74 years,74,822400,0.0,22165932063,9.0,Silent,14394600,1539.8782920678589
13821,Kazakhstan,1997,male,35-54 years,1577,1766200,0.0,22165932063,89.29,Boomers,14394600,1539.8782920678589
13822,Kazakhstan,1997,male,25-34 years,81,1217700,0.0,22165932063,6.65,Generation X,14394600,1539.8782920678589
13823,Kazakhstan,1997,male,75+ years,5,78400,0.0,22165932063,6.38,GI Generation,14394600,1539.8782920678589
13824,Kazakhstan,1997,male,15-24 years,651,1401300,0.0,22165932063,46.46,Millenials,14394600,1539.8782920678589
13825,Kazakhstan,1997,female,75+ years,59,247700,0.0,22165932063,23.82,GI Generation,14394600,1539.8782920678589
13826,Kazakhstan,1997,female,55-74 years,164,1153000,0.0,22165932063,14.22,Silent,14394600,1539.8782920678589
13827,Kazakhstan,1997,female,15-24 years,175,1388400,0.0,22165932063,12.6,Millenials,14394600,1539.8782920678589
13828,Kazakhstan,1997,female,35-54 years,216,1871000,0.0,22165932063,11.54,Boomers,14394600,1539.8782920678589
13829,Kazakhstan,1997,female,25-34 years,131,1152200,0.0,22165932063,11.37,Generation X,14394600,1539.8782920678589
13830,Kazakhstan,1997,male,5-14 years,53,1673300,0.0,22165932063,3.17,Millenials,14394600,1539.8782920678589
13831,Kazakhstan,1997,female,5-14 years,16,1623000,0.0,22165932063,0.99,Millenials,14394600,1539.8782920678589
13832,Kazakhstan,1998,male,55-74 years,692,762500,0.0,22135245413,90.75,Silent,13844200,1598.8822332095751
13833,Kazakhstan,1998,male,35-54 years,1459,1724400,0.0,22135245413,84.61,Boomers,13844200,1598.8822332095751
13834,Kazakhstan,1998,male,75+ years,58,74500,0.0,22135245413,77.85,GI Generation,13844200,1598.8822332095751
13835,Kazakhstan,1998,male,25-34 years,727,1145900,0.0,22135245413,63.44,Generation X,13844200,1598.8822332095751
13836,Kazakhstan,1998,male,15-24 years,594,1343300,0.0,22135245413,44.22,Millenials,13844200,1598.8822332095751
13837,Kazakhstan,1998,female,75+ years,63,241200,0.0,22135245413,26.12,GI Generation,13844200,1598.8822332095751
13838,Kazakhstan,1998,female,55-74 years,16,1090300,0.0,22135245413,1.47,Silent,13844200,1598.8822332095751
13839,Kazakhstan,1998,female,25-34 years,138,1103400,0.0,22135245413,12.51,Generation X,13844200,1598.8822332095751
13840,Kazakhstan,1998,female,15-24 years,152,1353400,0.0,22135245413,11.23,Millenials,13844200,1598.8822332095751
13841,Kazakhstan,1998,female,35-54 years,25,1863700,0.0,22135245413,1.34,Boomers,13844200,1598.8822332095751
13842,Kazakhstan,1998,male,5-14 years,54,1585500,0.0,22135245413,3.41,Millenials,13844200,1598.8822332095751
13843,Kazakhstan,1998,female,5-14 years,11,1556100,0.0,22135245413,0.71,Millenials,13844200,1598.8822332095751
13844,Kazakhstan,1999,male,55-74 years,567,727800,0.0,16870817135,77.91,Silent,13773400,1224.8839890658805
13845,Kazakhstan,1999,male,35-54 years,1331,1761800,0.0,16870817135,75.55,Boomers,13773400,1224.8839890658805
13846,Kazakhstan,1999,male,75+ years,55,75400,0.0,16870817135,72.94,GI Generation,13773400,1224.8839890658805
13847,Kazakhstan,1999,male,25-34 years,717,1131600,0.0,16870817135,63.36,Generation X,13773400,1224.8839890658805
13848,Kazakhstan,1999,male,15-24 years,69,1349400,0.0,16870817135,5.11,Millenials,13773400,1224.8839890658805
13849,Kazakhstan,1999,female,75+ years,59,246200,0.0,16870817135,23.96,GI Generation,13773400,1224.8839890658805
13850,Kazakhstan,1999,female,55-74 years,152,1044200,0.0,16870817135,14.56,Silent,13773400,1224.8839890658805
13851,Kazakhstan,1999,female,25-34 years,12,1089900,0.0,16870817135,1.1,Generation X,13773400,1224.8839890658805
13852,Kazakhstan,1999,female,35-54 years,198,1909900,0.0,16870817135,10.37,Boomers,13773400,1224.8839890658805
13853,Kazakhstan,1999,female,15-24 years,124,1358700,0.0,16870817135,9.13,Millenials,13773400,1224.8839890658805
13854,Kazakhstan,1999,male,5-14 years,49,1555400,0.0,16870817135,3.15,Millenials,13773400,1224.8839890658805
13855,Kazakhstan,1999,female,5-14 years,1,1523100,0.0,16870817135,0.07,Millenials,13773400,1224.8839890658805
13856,Kazakhstan,2000,male,35-54 years,1527,1802430,0.679,18291990619,84.72,Generation X,13772422,1328.1607707780083
13857,Kazakhstan,2000,male,55-74 years,586,698665,0.679,18291990619,83.87,Silent,13772422,1328.1607707780083
13858,Kazakhstan,2000,male,25-34 years,852,1132418,0.679,18291990619,75.24,Generation X,13772422,1328.1607707780083
13859,Kazakhstan,2000,male,75+ years,47,77972,0.679,18291990619,60.28,GI Generation,13772422,1328.1607707780083
13860,Kazakhstan,2000,male,15-24 years,623,1366874,0.679,18291990619,45.58,Millenials,13772422,1328.1607707780083
13861,Kazakhstan,2000,female,75+ years,56,254407,0.679,18291990619,22.01,GI Generation,13772422,1328.1607707780083
13862,Kazakhstan,2000,female,55-74 years,147,1005027,0.679,18291990619,14.63,Silent,13772422,1328.1607707780083
13863,Kazakhstan,2000,female,15-24 years,169,1375343,0.679,18291990619,12.29,Millenials,13772422,1328.1607707780083
13864,Kazakhstan,2000,female,35-54 years,234,1959602,0.679,18291990619,11.94,Generation X,13772422,1328.1607707780083
13865,Kazakhstan,2000,female,25-34 years,122,1089854,0.679,18291990619,11.19,Generation X,13772422,1328.1607707780083
13866,Kazakhstan,2000,male,5-14 years,47,1523202,0.679,18291990619,3.09,Millenials,13772422,1328.1607707780083
13867,Kazakhstan,2000,female,5-14 years,18,1486628,0.679,18291990619,1.21,Millenials,13772422,1328.1607707780083
13868,Kazakhstan,2001,male,35-54 years,1519,1807120,0.0,22152694162,84.06,Generation X,13772696,1608.4500929955907
13869,Kazakhstan,2001,male,55-74 years,582,718503,0.0,22152694162,81.0,Boomers,13772696,1608.4500929955907
13870,Kazakhstan,2001,male,25-34 years,843,1117605,0.0,22152694162,75.43,Generation X,13772696,1608.4500929955907
13871,Kazakhstan,2001,male,75+ years,51,82044,0.0,22152694162,62.16,GI Generation,13772696,1608.4500929955907
13872,Kazakhstan,2001,male,15-24 years,66,1365580,0.0,22152694162,4.83,Millenials,13772696,1608.4500929955907
13873,Kazakhstan,2001,female,75+ years,53,233378,0.0,22152694162,22.71,GI Generation,13772696,1608.4500929955907
13874,Kazakhstan,2001,female,15-24 years,158,1336586,0.0,22152694162,11.82,Millenials,13772696,1608.4500929955907
13875,Kazakhstan,2001,female,55-74 years,119,1011423,0.0,22152694162,11.77,Boomers,13772696,1608.4500929955907
13876,Kazakhstan,2001,female,35-54 years,197,1998447,0.0,22152694162,9.86,Generation X,13772696,1608.4500929955907
13877,Kazakhstan,2001,female,25-34 years,11,1137636,0.0,22152694162,0.97,Generation X,13772696,1608.4500929955907
13878,Kazakhstan,2001,male,5-14 years,64,1508752,0.0,22152694162,4.24,Generation Z,13772696,1608.4500929955907
13879,Kazakhstan,2001,female,5-14 years,21,1455622,0.0,22152694162,1.44,Generation Z,13772696,1608.4500929955907
13880,Kazakhstan,2002,male,55-74 years,582,704901,0.0,24636593223,82.56,Boomers,13777476,1788.1789975899794
13881,Kazakhstan,2002,male,35-54 years,1414,1837817,0.0,24636593223,76.94,Generation X,13777476,1788.1789975899794
13882,Kazakhstan,2002,male,25-34 years,825,1128226,0.0,24636593223,73.12,Generation X,13777476,1788.1789975899794
13883,Kazakhstan,2002,male,75+ years,53,91887,0.0,24636593223,57.68,GI Generation,13777476,1788.1789975899794
13884,Kazakhstan,2002,male,15-24 years,621,1414530,0.0,24636593223,43.9,Millenials,13777476,1788.1789975899794
13885,Kazakhstan,2002,female,75+ years,52,247685,0.0,24636593223,20.99,GI Generation,13777476,1788.1789975899794
13886,Kazakhstan,2002,female,55-74 years,119,996301,0.0,24636593223,11.94,Boomers,13777476,1788.1789975899794
13887,Kazakhstan,2002,female,15-24 years,16,1377461,0.0,24636593223,1.16,Millenials,13777476,1788.1789975899794
13888,Kazakhstan,2002,female,25-34 years,129,1147717,0.0,24636593223,11.24,Generation X,13777476,1788.1789975899794
13889,Kazakhstan,2002,female,35-54 years,198,2033504,0.0,24636593223,9.74,Generation X,13777476,1788.1789975899794
13890,Kazakhstan,2002,male,5-14 years,67,1424722,0.0,24636593223,4.7,Generation Z,13777476,1788.1789975899794
13891,Kazakhstan,2002,female,5-14 years,2,1372725,0.0,24636593223,0.15,Generation Z,13777476,1788.1789975899794
13892,Kazakhstan,2003,male,25-34 years,938,1141761,0.0,30833699703,82.15,Generation X,13811863,2232.4070042542417
13893,Kazakhstan,2003,male,55-74 years,53,702817,0.0,30833699703,7.54,Boomers,13811863,2232.4070042542417
13894,Kazakhstan,2003,male,35-54 years,1386,1855662,0.0,30833699703,74.69,Generation X,13811863,2232.4070042542417
13895,Kazakhstan,2003,male,75+ years,6,99171,0.0,30833699703,6.05,Silent,13811863,2232.4070042542417
13896,Kazakhstan,2003,male,15-24 years,652,1449082,0.0,30833699703,44.99,Millenials,13811863,2232.4070042542417
13897,Kazakhstan,2003,female,75+ years,6,259838,0.0,30833699703,2.31,Silent,13811863,2232.4070042542417
13898,Kazakhstan,2003,female,55-74 years,139,996433,0.0,30833699703,13.95,Boomers,13811863,2232.4070042542417
13899,Kazakhstan,2003,female,15-24 years,157,1408946,0.0,30833699703,11.14,Millenials,13811863,2232.4070042542417
13900,Kazakhstan,2003,female,35-54 years,22,2053544,0.0,30833699703,1.07,Generation X,13811863,2232.4070042542417
13901,Kazakhstan,2003,female,25-34 years,114,1159693,0.0,30833699703,9.83,Generation X,13811863,2232.4070042542417
13902,Kazakhstan,2003,male,5-14 years,67,1368679,0.0,30833699703,4.9,Generation Z,13811863,2232.4070042542417
13903,Kazakhstan,2003,female,5-14 years,16,1316237,0.0,30833699703,1.22,Generation Z,13811863,2232.4070042542417
13904,Kazakhstan,2004,male,25-34 years,967,1159137,0.0,43151647003,83.42,Generation X,13873328,3110.4034304530246
13905,Kazakhstan,2004,male,35-54 years,1427,1874980,0.0,43151647003,76.11,Generation X,13873328,3110.4034304530246
13906,Kazakhstan,2004,male,75+ years,75,105970,0.0,43151647003,70.77,Silent,13873328,3110.4034304530246
13907,Kazakhstan,2004,male,55-74 years,441,706313,0.0,43151647003,62.44,Boomers,13873328,3110.4034304530246
13908,Kazakhstan,2004,male,15-24 years,735,1480125,0.0,43151647003,49.66,Millenials,13873328,3110.4034304530246
13909,Kazakhstan,2004,female,75+ years,61,271208,0.0,43151647003,22.49,Silent,13873328,3110.4034304530246
13910,Kazakhstan,2004,female,15-24 years,177,1438621,0.0,43151647003,12.3,Millenials,13873328,3110.4034304530246
13911,Kazakhstan,2004,female,25-34 years,131,1174778,0.0,43151647003,11.15,Generation X,13873328,3110.4034304530246
13912,Kazakhstan,2004,female,55-74 years,11,1004413,0.0,43151647003,1.1,Boomers,13873328,3110.4034304530246
13913,Kazakhstan,2004,female,35-54 years,28,2076222,0.0,43151647003,1.35,Generation X,13873328,3110.4034304530246
13914,Kazakhstan,2004,male,5-14 years,57,1317575,0.0,43151647003,4.33,Generation Z,13873328,3110.4034304530246
13915,Kazakhstan,2004,female,5-14 years,14,1263986,0.0,43151647003,1.11,Generation Z,13873328,3110.4034304530246
13916,Kazakhstan,2005,male,25-34 years,868,1174447,0.746,57123671734,73.91,Generation X,13947770,4095.5415621278526
13917,Kazakhstan,2005,male,35-54 years,1225,1893623,0.746,57123671734,64.69,Generation X,13947770,4095.5415621278526
13918,Kazakhstan,2005,male,55-74 years,42,716191,0.746,57123671734,5.86,Boomers,13947770,4095.5415621278526
13919,Kazakhstan,2005,male,75+ years,61,112427,0.746,57123671734,54.26,Silent,13947770,4095.5415621278526
13920,Kazakhstan,2005,male,15-24 years,635,1507234,0.746,57123671734,42.13,Millenials,13947770,4095.5415621278526
13921,Kazakhstan,2005,female,75+ years,54,279776,0.746,57123671734,19.3,Silent,13947770,4095.5415621278526
13922,Kazakhstan,2005,female,25-34 years,126,1188857,0.746,57123671734,10.6,Generation X,13947770,4095.5415621278526
13923,Kazakhstan,2005,female,15-24 years,153,1464554,0.746,57123671734,10.45,Millenials,13947770,4095.5415621278526
13924,Kazakhstan,2005,female,55-74 years,1,1021709,0.746,57123671734,0.1,Boomers,13947770,4095.5415621278526
13925,Kazakhstan,2005,female,35-54 years,177,2097655,0.746,57123671734,8.44,Generation X,13947770,4095.5415621278526
13926,Kazakhstan,2005,male,5-14 years,78,1272278,0.746,57123671734,6.13,Generation Z,13947770,4095.5415621278526
13927,Kazakhstan,2005,female,5-14 years,24,1219019,0.746,57123671734,1.97,Generation Z,13947770,4095.5415621278526
13928,Kazakhstan,2006,male,25-34 years,944,1189058,0.0,81003884545,79.39,Millenials,14037676,5770.462613968295
13929,Kazakhstan,2006,male,35-54 years,1225,1915309,0.0,81003884545,63.96,Generation X,14037676,5770.462613968295
13930,Kazakhstan,2006,male,75+ years,71,116133,0.0,81003884545,61.14,Silent,14037676,5770.462613968295
13931,Kazakhstan,2006,male,55-74 years,436,730464,0.0,81003884545,59.69,Boomers,14037676,5770.462613968295
13932,Kazakhstan,2006,male,15-24 years,657,1530192,0.0,81003884545,42.94,Millenials,14037676,5770.462613968295
13933,Kazakhstan,2006,female,75+ years,53,282507,0.0,81003884545,18.76,Silent,14037676,5770.462613968295
13934,Kazakhstan,2006,female,15-24 years,181,1486771,0.0,81003884545,12.17,Millenials,14037676,5770.462613968295
13935,Kazakhstan,2006,female,55-74 years,16,1047352,0.0,81003884545,1.53,Boomers,14037676,5770.462613968295
13936,Kazakhstan,2006,female,25-34 years,121,1202659,0.0,81003884545,10.06,Millenials,14037676,5770.462613968295
13937,Kazakhstan,2006,female,35-54 years,19,2121510,0.0,81003884545,0.9,Generation X,14037676,5770.462613968295
13938,Kazakhstan,2006,male,5-14 years,68,1234397,0.0,81003884545,5.51,Generation Z,14037676,5770.462613968295
13939,Kazakhstan,2006,female,5-14 years,24,1181324,0.0,81003884545,2.03,Generation Z,14037676,5770.462613968295
13940,Kazakhstan,2007,male,25-34 years,919,1208359,0.0,104849886826,76.05,Millenials,14125606,7422.682384458409
13941,Kazakhstan,2007,male,75+ years,77,116899,0.0,104849886826,65.87,Silent,14125606,7422.682384458409
13942,Kazakhstan,2007,male,35-54 years,1275,1935835,0.0,104849886826,65.86,Generation X,14125606,7422.682384458409
13943,Kazakhstan,2007,male,55-74 years,412,747545,0.0,104849886826,55.11,Boomers,14125606,7422.682384458409
13944,Kazakhstan,2007,male,15-24 years,648,1542361,0.0,104849886826,42.01,Millenials,14125606,7422.682384458409
13945,Kazakhstan,2007,female,75+ years,5,281627,0.0,104849886826,1.78,Silent,14125606,7422.682384458409
13946,Kazakhstan,2007,female,15-24 years,23,1498711,0.0,104849886826,1.53,Millenials,14125606,7422.682384458409
13947,Kazakhstan,2007,female,25-34 years,14,1219565,0.0,104849886826,1.15,Millenials,14125606,7422.682384458409
13948,Kazakhstan,2007,female,35-54 years,21,2144647,0.0,104849886826,0.98,Generation X,14125606,7422.682384458409
13949,Kazakhstan,2007,female,55-74 years,88,1077829,0.0,104849886826,8.16,Boomers,14125606,7422.682384458409
